date,key,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
2020-09-24,US_NM_35031,7,0,,,4311,256,,
2020-09-24,US_NV_32023,2,0,,,509,15,,
2020-09-24,US_NY_36021,1,0,,,586,47,,
2020-09-24,US_NY_36035,1,0,,,333,28,,
2020-09-24,US_NY_36037,0,0,,,317,6,,
2020-09-24,US_NY_36063,15,0,,,1756,89,,
2020-09-24,US_NY_36065,1,0,,,2388,121,,
2020-09-24,US_OH_39007,2,0,,,655,48,,
2020-09-24,US_OH_39029,1,0,,,1924,80,,
2020-09-24,US_OH_39101,8,0,,,3083,47,,
2020-09-24,US_OH_39159,6,0,,,515,2,,
2020-09-24,US_OH_39165,24,1,,,3002,49,,
2020-09-24,US_OK_40049,10,0,,,359,4,,
2020-09-24,US_OR_41023,1,0,,,9,0,,
2020-09-24,US_OR_41061,4,0,,,439,2,,
2020-09-24,US_PA_42027,124,0,,,2202,11,,
2020-09-24,US_PA_42049,10,0,,,1514,48,,
2020-09-24,US_PA_42055,2,0,,,1749,50,,
2020-09-24,US_PA_42105,1,0,,,27,0,,
2020-09-24,US_SC_45003,28,1,,,4053,80,,
2020-09-24,US_SC_45015,17,0,,,5407,88,,
2020-09-24,US_SC_45027,6,0,,,1087,66,,
2020-09-24,US_SC_45031,26,0,,,2020,52,,
2020-09-24,US_SC_45041,22,0,,,4873,187,,
2020-09-24,US_SC_45075,16,0,,,3072,123,,
2020-09-24,US_SC_45077,21,0,,,2821,45,,
2020-09-24,US_SC_45085,19,0,,,3169,77,,
2020-09-24,US_TN_47001,0,1,,,1153,12,,
2020-09-24,US_TN_47009,16,0,,,2477,23,,
2020-09-24,US_TN_47011,10,0,,,2893,17,,
2020-09-24,US_TN_47043,5,1,,,1235,15,,
2020-09-24,US_TN_47059,11,4,,,1129,43,,
2020-09-24,US_TN_47063,12,0,,,1885,25,,
2020-09-24,US_TN_47119,20,0,,,2309,23,,
2020-09-24,US_TN_47167,15,1,,,1781,18,,
2020-09-24,US_TX_48049,4,2,,,809,30,,
2020-09-24,US_TX_48067,0,0,,,338,15,,
2020-09-24,US_TX_48147,7,1,,,674,15,,
2020-09-24,US_TX_48219,4,0,,,342,8,,
2020-09-24,US_TX_48459,1,0,,,384,10,,
2020-09-24,US_VA_51001,0,0,,,1169,19,,
2020-09-24,US_VA_51073,4,0,,,234,2,,
2020-09-24,US_VA_51700,4,0,,,2704,37,,
2020-09-24,US_VA_51710,16,3,,,4781,78,,
2020-09-24,US_VA_51740,5,0,,,2539,58,,
2020-09-24,US_VT_50001,0,0,,,83,2,,
2020-09-24,US_VT_50021,0,0,,,128,1,,
2020-09-24,US_WA_53015,16,0,,,651,6,,
2020-09-24,US_WA_53055,0,0,,,30,0,,
2020-09-24,US_WA_53065,1,0,,,162,2,,
2020-09-24,US_WI_55017,9,0,,,524,0,,
2020-09-24,US_WI_55031,8,0,,,409,0,,
2020-09-24,US_WI_55033,23,0,,,471,0,,
2020-09-24,US_WI_55045,8,0,,,486,2,,
2020-09-24,US_WI_55055,21,0,,,1372,8,,
2020-09-24,US_WI_55073,43,0,,,1291,14,,
2020-09-24,US_WI_55105,56,0,,,2575,32,,
2020-09-24,US_WI_55109,9,0,,,931,8,,
2020-09-24,US_WV_54035,6,0,,,258,23,,
2020-09-24,US_WV_54039,53,2,,,2468,74,,
2020-09-24,US_WY_56005,9,0,,,279,1,,
2020-09-24,US_WY_56025,22,0,,,507,4,,
2020-09-24,AR_B_462,1,0,,0,42,5,,0
2020-09-23,AR_B_693,6,0,,0,190,2,,0
2020-09-24,AR_B_735,1,0,,0,215,5,,0
2020-09-24,AR_E_021,1,0,,0,384,19,,0
2020-09-23,AR_J_028,2,0,,0,92,4,,0
2020-09-24,AR_U_021,7,0,,0,1186,27,,0
2020-09-24,CO_05_05088,0,1,113,,9462,192,8046,
2020-09-24,CO_05_05318,0,0,10,,374,4,301,
2020-09-24,CO_54_54874,0,0,23,,1080,69,914,
2020-09-24,CO_76_76147,0,0,18,,561,21,383,
2020-09-24,CO_76_76892,0,0,20,,1056,44,820,
2020-09-23,DO_25,0,0,,,9,2,,
2020-09-22,ES_MD_28008,10,,,,86,,,
2020-09-22,ES_MD_28027,5,,,,54,,,
2020-09-22,ES_MD_28037,6,,,,65,,,
2020-09-22,ES_MD_28060,8,,,,50,,,
2020-09-22,ES_MD_28072,12,,,,111,,,
2020-09-22,ES_MD_28086,24,,,,144,,,
2020-09-22,ES_MD_28109,14,,,,69,,,
2020-09-22,ES_MD_28140,27,,,,119,,,
2020-09-22,ES_MD_28141,23,,,,258,,,
2020-09-22,ES_MD_28150,15,,,,100,,,
2020-09-22,ES_MD_28160,21,,,,209,,,
2020-09-22,ES_MD_28170,20,,,,53,,,
2020-09-22,ES_MD_28171,61,,,,372,,,
2020-09-22,ES_MD_28180,28,,,,142,,,
2020-09-23,MX_CMX_09013,2,0,,,7088,358,,
2020-09-21,MX_GUA_11015,2,0,,,1245,72,,
2020-09-18,MX_MOR_17018,1,0,,,218,55,,
2020-09-20,MX_OAX_20409,1,0,,,137,8,,
2020-09-23,MX_SON_26029,1,0,,,1276,189,,
2020-09-23,PE_LOR_0101,1,0,,,4119,319,,
2020-09-23,PE_PIU_0605,1,0,,,506,26,,
2020-09-25,RU_CHE,72,5,98,,15367,127,11357,
2020-09-25,RU_KB,41,0,14,,7441,91,6425,
2020-09-25,RU_KGN,31,1,11,,3642,29,3098,
2020-09-25,RU_STA,146,3,143,,15345,305,10836,
2020-08-02,UA_43,37,,,,1241,,,
2020-09-24,US_AL_01093,3,0,,,957,29,,
2020-09-24,US_AZ_04001,19,0,,,3495,164,,
2020-09-24,US_AZ_04003,3,0,,,1889,72,,
2020-09-24,US_CA_06007,14,0,,,2790,43,,
2020-09-24,US_CA_06017,11,0,,,1098,4,,
2020-09-24,US_CA_06093,2,0,,,165,0,,
2020-09-24,US_CA_06115,7,0,,,1143,7,,
2020-09-24,US_CO_08015,2,0,,,327,19,,
2020-09-24,US_CO_08039,3,0,,,155,3,,
2020-09-24,US_CO_08053,0,0,,,3,0,,
2020-09-24,US_CO_08085,0,0,,,373,13,,
2020-09-24,US_FL_12005,29,1,,,5954,102,,
2020-09-24,US_FL_12023,24,0,,,3754,54,,
2020-09-24,US_FL_12055,6,0,,,2126,82,,
2020-09-24,US_FL_12083,40,3,,,9571,266,,
2020-09-24,US_FL_12111,60,2,,,7896,273,,
2020-09-24,US_GA_13009,7,0,,,2085,56,,
2020-09-24,US_GA_13187,7,0,,,901,14,,
2020-09-24,US_IA_19065,5,0,,,211,2,,
2020-09-24,US_IA_19087,30,0,,,685,4,,
2020-09-24,US_IA_19113,59,1,,,3941,110,,
2020-09-24,US_IA_19169,31,0,,,3405,17,,
2020-09-24,US_IL_17037,42,0,,,1586,38,,
2020-09-24,US_IN_18013,1,0,,,104,3,,
2020-09-24,US_IN_18037,5,0,,,969,18,,
2020-09-24,US_IN_18059,4,0,,,921,46,,
2020-09-24,US_IN_18061,10,0,,,576,26,,
2020-09-24,US_IN_18105,25,0,,,2560,40,,
2020-09-24,US_IN_18137,7,0,,,296,8,,
2020-09-24,US_IN_18159,5,0,,,226,25,,
2020-09-24,US_IN_18175,2,0,,,265,1,,
2020-09-24,US_KY_21005,2,0,,,152,1,,
2020-09-24,US_KY_21151,15,0,,,1696,6,,
2020-09-24,US_KY_21215,7,0,,,205,0,,
2020-09-24,US_LA_22009,6,1,,,1497,54,,
2020-09-24,US_LA_22011,5,0,,,989,37,,
2020-09-24,US_LA_22013,1,0,,,474,32,,
2020-09-24,US_LA_22027,5,1,,,507,22,,
2020-09-24,US_LA_22039,-2,0,,,1304,32,,
2020-09-24,US_LA_22073,41,1,,,6163,142,,
2020-09-24,US_LA_22101,1,0,,,1902,77,,
2020-09-24,US_MA_25019,0,0,,,88,1,,
2020-09-24,US_MD_24011,2,1,,,640,6,,
2020-09-24,US_MD_24039,1,0,,,252,4,,
2020-09-24,US_MD_24043,14,0,,,1705,37,,
2020-09-24,US_ME_23023,0,0,,,65,0,,
2020-09-24,US_MI_26005,9,0,,,752,7,,
2020-09-24,US_MI_26015,6,0,,,289,3,,
2020-09-24,US_MI_26021,9,0,,,1917,74,,
2020-09-24,US_MI_26025,22,0,,,1287,45,,
2020-09-24,US_MI_26035,-1,0,,,111,4,,
2020-09-24,US_MI_26145,8,0,,,2906,139,,
2020-09-24,US_MI_26157,5,0,,,502,31,,
2020-09-24,US_MI_26165,2,0,,,127,4,,
2020-09-24,US_MN_27039,4,0,,,218,0,,
2020-09-24,US_MN_27063,4,0,,,141,1,,
2020-09-24,US_MN_27137,29,1,,,1480,39,,
2020-09-24,US_MN_27147,3,0,,,533,2,,
2020-09-24,US_MN_27157,3,0,,,183,0,,
2020-09-24,US_MO_29013,3,0,,,104,2,,
2020-09-24,US_MO_29097,25,1,,,2272,27,,
2020-09-24,US_MO_29101,19,0,,,1065,4,,
2020-09-24,US_MS_28007,1,0,,,654,25,,
2020-09-24,US_MS_28025,4,0,,,589,18,,
2020-09-24,US_MS_28039,6,0,,,765,13,,
2020-09-24,US_MS_28043,5,0,,,1077,36,,
2020-09-24,US_MS_28057,7,0,,,794,21,,
2020-09-24,US_MS_28079,7,0,,,953,38,,
2020-09-24,US_MS_28085,8,0,,,1083,53,,
2020-09-24,US_MS_28087,77,0,,,1526,58,,
2020-09-24,US_MS_28107,8,1,,,1463,28,,
2020-09-24,US_MS_28127,7,0,,,1025,44,,
2020-09-24,US_MS_28143,1,0,,,483,13,,
2020-09-24,US_MS_28145,5,0,,,993,24,,
2020-09-24,US_MS_28151,22,0,,,2219,72,,
2020-09-24,US_MT_30013,19,0,,,643,5,,
2020-09-24,US_MT_30081,3,0,,,132,2,,
2020-09-24,US_NC_37021,31,2,,,2954,92,,
2020-09-24,US_NC_37035,18,0,,,3032,52,,
2020-09-24,US_NH_33017,11,0,,,526,13,,
2020-09-24,US_NM_35025,16,0,,,1413,22,,
2020-09-24,US_NY_36101,10,0,,,376,39,,
2020-09-24,US_OH_39025,14,2,,,1679,23,,
2020-09-24,US_OH_39039,2,1,,,288,11,,
2020-09-24,US_OH_39043,6,1,,,932,46,,
2020-09-24,US_OH_39089,15,1,,,1898,63,,
2020-09-24,US_OR_41033,1,0,,,195,2,,
2020-09-24,US_PA_42019,6,0,,,1030,23,,
2020-09-24,US_PA_42093,1,0,,,165,5,,
2020-09-24,US_SC_45033,11,0,,,1004,36,,
2020-09-24,US_SC_45037,4,0,,,801,17,,
2020-09-24,US_SC_45047,13,0,,,2183,72,,
2020-09-24,US_SC_45053,8,0,,,790,20,,
2020-09-24,US_SC_45069,4,0,,,903,11,,
2020-09-24,US_SC_45071,16,1,,,1218,24,,
2020-09-24,US_TN_47017,9,1,,,858,19,,
2020-09-24,US_TN_47029,4,0,,,741,9,,
2020-09-24,US_TN_47047,7,0,,,1174,18,,
2020-09-24,US_TN_47123,12,0,,,1022,17,,
2020-09-24,US_TN_47141,31,1,,,3201,39,,
2020-09-24,US_TN_47145,8,1,,,872,4,,
2020-09-24,US_TN_47151,-1,0,,,207,2,,
2020-09-24,US_TX_48021,3,0,,,1814,29,,
2020-09-24,US_TX_48069,1,0,,,251,5,,
2020-09-24,US_TX_48117,0,0,,,1059,21,,
2020-09-24,US_TX_48329,40,0,,,3676,82,,
2020-09-24,US_TX_48359,1,0,,,17,1,,
2020-09-24,US_TX_48375,38,1,,,4745,63,,
2020-09-24,US_VA_51003,12,0,,,1215,21,,
2020-09-24,US_VA_51023,1,0,,,293,10,,
2020-09-24,US_VA_51067,4,0,,,329,3,,
2020-09-24,US_VA_51093,9,0,,,718,18,,
2020-09-24,US_VA_51117,23,0,,,694,33,,
2020-09-24,US_VA_51800,12,0,,,1928,72,,
2020-09-24,US_VT_50011,1,0,,,124,7,,
2020-09-24,US_VT_50025,0,0,,,123,3,,
2020-09-24,US_WV_54051,-1,0,,,162,1,,
2020-09-24,US_WV_54079,7,0,,,529,5,,
2020-09-24,US_WY_56007,1,0,,,222,2,,
2020-09-25,VE_B,36,,,,1390,,,
2020-09-25,VE_D,130,0,,,3367,1,,
2020-09-25,VE_G,21,,,,1587,,,
2020-09-25,VE_L,37,,,,1497,,,
2020-09-25,VE_M,68,0,0,,9959,1,43,
2020-09-25,VE_O,14,,,,2923,,,
2020-09-25,VE_P,12,,,,396,,,
2020-09-25,VE_R,0,,,,1898,,,
2020-09-25,VE_T,0,0,,,689,1,,
2020-09-25,VE_Y,35,,,,595,,,
2020-09-25,AF_BAL,0,0,0,,2161,88,1331,
2020-09-25,AF_BDG,0,0,0,,668,11,492,
2020-07-19,AF_DAY,220,2,73,,469,3,101,
2020-09-25,AF_FRA,0,0,0,,395,15,65,
2020-09-25,AF_GHA,0,0,0,,566,47,398,
2020-09-25,AF_GHO,0,0,0,,540,13,184,
2020-07-19,AF_HER,409,30,1794,,5296,160,3751,
2020-09-25,AF_KAB,6,0,0,,14993,523,14121,
2020-09-25,AF_KAN,0,0,0,,1506,37,1267,
2020-09-25,AF_KAP,0,0,0,,205,10,193,
2020-09-25,AF_LOG,0,0,0,,541,27,514,
2020-09-25,AF_SAM,0,0,0,,333,14,311,
2020-09-25,AF_ZAB,0,0,0,,138,7,125,
2020-09-24,AR_A_049,13,1,,0,633,26,,0
2020-09-22,AR_B_042,2,0,,0,92,3,,0
2020-09-24,AR_B_140,5,0,,0,285,6,,0
2020-09-24,AR_B_168,1,0,,0,79,0,,0
2020-09-24,AR_B_245,9,0,,0,1119,21,,0
2020-09-21,AR_F_126,1,0,,0,42,0,,0
2020-09-24,AR_G_049,1,0,,0,1477,28,,0
2020-09-09,AR_H_154,0,0,,0,6,2,,0
2020-08-21,AR_L_049,0,0,,0,1,0,,0
2020-09-23,AR_M_077,1,0,,0,19,2,,0
2020-09-24,AR_S_035,2,0,,0,75,1,,0
2020-09-23,AR_S_070,2,0,,0,386,4,,0
2020-09-24,AR_S_105,5,0,,0,293,2,,0
2020-09-23,AR_T_070,1,0,,0,224,4,,0
2020-09-11,CO_05_05321,1,0,0,,43,0,42,
2020-09-24,CO_17_17174,0,0,10,,276,9,211,
2020-09-24,CO_17_17380,0,0,4,,785,26,575,
2020-09-24,CO_20,0,0,444,,18033,571,14346,
2020-09-24,CO_20_20001,0,0,284,,13211,364,10654,
2020-09-24,CO_63_63130,0,0,8,,349,15,233,
2020-09-24,CO_85,0,0,38,,2012,46,1395,
2020-09-24,CO_85_85001,0,0,28,,1262,19,895,
2020-09-24,CO_88,0,0,62,,1079,11,510,
2020-09-24,CO_88_88001,0,0,62,,1066,11,497,
2020-09-22,ES_MD_28023,27,,,,111,,,
2020-09-22,ES_MD_28043,15,,,,106,,,
2020-09-22,ES_MD_28100,13,,,,144,,,
2020-09-22,ES_MD_28144,17,,,,145,,,
2020-09-23,MX_JAL_14097,1,2,,,1239,147,,
2020-09-16,MX_JAL_14100,0,1,,,26,8,,
2020-09-22,MX_MEX_15060,2,0,,,1510,248,,
2020-09-22,MX_OAX_20390,2,0,,,694,30,,
2020-09-17,MX_PUE_21045,1,0,,,159,17,,
2020-09-22,MX_ROO_23010,5,0,,,242,9,,
2020-09-22,MX_TAM_28038,3,1,,,4501,303,,
2020-09-22,MX_YUC_31102,8,0,,,1414,30,,
2020-09-23,PE_ARE_0103,2,0,,,2578,69,,
2020-09-22,PE_ARE_0109,8,0,,,2074,82,,
2020-09-23,PE_ICA_0101,12,1,,,7592,300,,
2020-09-22,PE_LOR_0113,6,0,,,1433,99,,
2020-08-21,PH_01_ILS,2,0,0,,110,0,6,
2020-08-18,PH_41_ROM,0,0,2,,38,0,23,
2020-09-25,RU_BRY,42,0,26,,9197,37,7434,
2020-09-25,RU_NGR,39,0,13,,5032,86,3665,
2020-09-25,RU_UD,81,0,37,,4739,65,3545,
2020-09-24,US_FL_12007,15,0,,,1081,8,,
2020-09-24,US_FL_12027,1,1,,,1552,25,,
2020-09-24,US_FL_12035,10,0,,,1710,23,,
2020-09-24,US_GA_13013,15,0,,,2139,46,,
2020-09-24,US_GA_13035,2,0,,,633,42,,
2020-09-24,US_GA_13055,13,0,,,752,17,,
2020-09-24,US_GA_13065,2,0,,,372,6,,
2020-09-24,US_GA_13069,17,4,,,2026,47,,
2020-09-24,US_GA_13267,6,1,,,810,11,,
2020-09-24,US_GA_13289,1,0,,,187,7,,
2020-09-24,US_IA_19033,1,0,,,1018,21,,
2020-09-24,US_IA_19109,4,0,,,254,0,,
2020-09-24,US_IA_19157,6,0,,,278,8,,
2020-09-24,US_IA_19163,48,0,,,2927,28,,
2020-09-24,US_IA_19167,27,0,,,1504,3,,
2020-09-24,US_IA_19171,5,0,,,704,31,,
2020-09-24,US_IA_19193,89,0,,,5263,63,,
2020-09-24,US_ID_16085,2,0,,,90,1,,
2020-09-24,US_IL_17019,66,0,,,4538,20,,
2020-09-24,US_IL_17085,7,0,,,253,2,,
2020-09-24,US_IL_17105,7,0,,,355,6,,
2020-09-24,US_IL_17161,26,0,,,2971,82,,
2020-09-24,US_IL_17177,14,0,,,498,6,,
2020-09-24,US_IN_18109,7,0,,,716,41,,
2020-09-24,US_IN_18133,23,1,,,564,11,,
2020-09-24,US_KS_20085,0,0,,,234,2,,
2020-09-24,US_KS_20123,0,0,,,44,0,,
2020-09-24,US_KY_21003,6,0,,,323,9,,
2020-09-24,US_KY_21025,0,0,,,84,0,,
2020-09-24,US_KY_21093,14,0,,,1268,12,,
2020-09-24,US_KY_21113,1,0,,,582,0,,
2020-09-24,US_KY_21185,6,0,,,1094,25,,
2020-09-24,US_LA_22001,2,0,,,2935,96,,
2020-09-24,US_MD_24015,9,1,,,1035,34,,
2020-09-24,US_MD_24037,3,0,,,1262,57,,
2020-09-24,US_MI_26047,-1,0,,,156,4,,
2020-09-24,US_MI_26051,1,0,,,92,2,,
2020-09-24,US_MI_26055,11,0,,,478,7,,
2020-09-24,US_MI_26143,1,0,,,94,4,,
2020-09-24,US_MN_27079,6,0,,,452,4,,
2020-09-24,US_MS_28017,3,0,,,670,24,,
2020-09-24,US_MS_28097,1,0,,,459,20,,
2020-09-24,US_MS_28105,10,0,,,1773,50,,
2020-09-24,US_MS_28115,10,0,,,1259,16,,
2020-09-24,US_MS_28133,6,0,,,1445,46,,
2020-09-24,US_MS_28137,14,0,,,976,37,,
2020-09-24,US_MS_28155,3,0,,,336,13,,
2020-09-24,US_NC_37039,12,2,,,599,12,,
2020-09-24,US_NC_37051,62,0,,,5300,75,,
2020-09-24,US_NC_37059,5,0,,,542,6,,
2020-09-24,US_NC_37077,5,0,,,1709,49,,
2020-09-24,US_NC_37089,18,0,,,1945,64,,
2020-09-24,US_NC_37105,13,0,,,1601,13,,
2020-09-24,US_NC_37127,19,0,,,2252,39,,
2020-09-24,US_NC_37155,41,0,,,4314,72,,
2020-09-24,US_NC_37165,50,1,,,1034,13,,
2020-09-24,US_NC_37179,0,0,,,4698,58,,
2020-09-24,US_NE_31047,1,0,,,1072,12,,
2020-09-24,US_NH_33019,1,0,,,53,1,,
2020-09-24,US_NJ_34033,0,-1,,,1058,89,,
2020-09-24,US_NM_35045,15,0,,,3295,197,,
2020-09-24,US_NY_36023,3,0,,,167,1,,
2020-09-24,US_NY_36053,3,0,,,492,9,,
2020-09-24,US_NY_36089,2,0,,,322,4,,
2020-09-24,US_OH_39019,1,0,,,152,7,,
2020-09-24,US_OH_39027,2,0,,,286,13,,
2020-09-24,US_OH_39053,1,1,,,189,13,,
2020-09-24,US_OH_39057,23,0,,,1420,32,,
2020-09-24,US_OH_39063,10,0,,,686,10,,
2020-09-24,US_OH_39133,6,0,,,1116,66,,
2020-09-24,US_OH_39173,52,0,,,1804,72,,
2020-09-24,US_OK_40101,26,0,,,1757,21,,
2020-09-24,US_OK_40103,7,0,,,149,2,,
2020-09-24,US_PA_42037,3,0,,,876,35,,
2020-09-24,US_PA_42043,19,1,,,3754,180,,
2020-09-24,US_PA_42051,5,0,,,783,7,,
2020-09-24,US_PA_42085,5,0,,,710,16,,
2020-09-24,US_PA_42107,18,0,,,1094,52,,
2020-09-24,US_SC_45029,2,0,,,1008,42,,
2020-09-24,US_SD_46013,35,1,,,1102,4,,
2020-09-24,US_TN_47023,4,0,,,609,10,,
2020-09-24,US_TN_47051,6,0,,,951,8,,
2020-09-24,US_TN_47053,23,2,,,1609,22,,
2020-09-24,US_TN_47083,10,2,,,208,3,,
2020-09-24,US_TN_47105,4,0,,,1135,6,,
2020-09-24,US_TN_47107,6,1,,,1100,25,,
2020-09-24,US_TN_47115,2,0,,,518,7,,
2020-09-24,US_TN_47135,0,0,,,149,0,,
2020-09-24,US_VA_51009,7,0,,,388,4,,
2020-09-24,US_VA_51019,12,0,,,730,12,,
2020-09-24,US_VA_51047,4,0,,,1188,16,,
2020-09-24,US_VA_51065,2,0,,,374,9,,
2020-09-24,US_VA_51105,1,0,,,263,7,,
2020-09-24,US_VA_51109,5,0,,,286,6,,
2020-09-24,US_VA_51165,13,0,,,1403,21,,
2020-09-24,US_WA_53075,28,0,,,1212,0,,
2020-09-25,VE_H,23,,,,250,,,
2020-09-25,VE_I,99,,,,546,,,
2020-09-25,VE_K,31,,,,1370,,,
2020-09-25,VE_N,16,,0,,1118,,15,
2020-09-25,VE_S,37,,,,3745,,,
2020-09-25,VE_V,60,,,,6295,,,
2020-09-23,VE_X,0,,,,10,,,
2020-09-24,AR_B_105,1,0,,0,65,8,,0
2020-09-23,AR_B_609,17,0,,0,149,3,,0
2020-09-24,AR_B_826,4,0,,0,207,14,,0
2020-09-22,AR_E_105,3,0,,0,77,7,,0
2020-09-21,AR_H_091,1,0,,0,354,14,,0
2020-09-23,AR_M_126,5,0,,0,298,7,,0
2020-09-22,AR_Q_042,2,0,,0,28,0,,0
2020-09-16,AR_Q_105,1,0,,0,21,1,,0
2020-09-24,AR_S_014,15,0,,0,1784,48,,0
2020-09-24,CO_05_05045,0,0,24,,3380,94,3012,
2020-09-23,CO_05_05120,0,0,2,,122,11,100,
2020-09-24,CO_05_05607,0,0,3,,125,3,86,
2020-09-24,CO_05_05631,0,0,32,,1628,16,1383,
2020-09-24,CO_17_17873,0,0,4,,231,11,152,
2020-09-24,CO_25_25214,0,0,7,,449,9,399,
2020-09-24,CO_25_25513,0,0,1,,147,5,98,
2020-09-24,CO_76_76828,0,0,1,,26,0,22,
2020-09-23,CU_08,23,,,,451,,,
2020-09-23,DO_02,0,,,,7,,,
2020-09-23,DO_14,0,,,,21,,,
2020-09-22,ES_MD_28052,38,,,,101,,,
2020-09-22,ES_MD_28057,5,,,,42,,,
2020-09-22,ES_MD_28082,23,,,,151,,,
2020-09-22,ES_MD_28090,26,,,,209,,,
2020-09-22,ES_MD_28119,7,,,,64,,,
2020-09-24,GB_ENG_E06000017,0,,,,130,,,
2020-09-21,MX_AGU_01005,1,0,,,250,12,,
2020-09-22,MX_AGU_01006,0,1,,,244,14,,
2020-09-19,MX_BCN_02003,0,1,,,483,92,,
2020-09-21,MX_CHP_07065,1,0,,,143,15,,
2020-09-22,MX_CHP_07089,1,0,,,1037,192,,
2020-09-22,MX_GUA_11007,13,1,,,3331,208,,
2020-09-21,MX_GUA_11033,12,0,,,688,64,,
2020-09-22,MX_GUA_11037,2,1,,,1462,156,,
2020-09-21,MX_GUA_11042,8,0,,,903,37,,
2020-09-23,MX_JAL_14053,1,0,,,339,64,,
2020-09-23,MX_MEX_15020,1,1,,,1515,227,,
2020-09-23,MX_MEX_15115,1,0,,,345,59,,
2020-09-19,MX_MIC_16069,2,0,,,576,38,,
2020-09-23,MX_MIC_16102,0,1,,,1925,185,,
2020-09-23,MX_NAY_18020,1,0,,,630,79,,
2020-09-19,MX_OAX_20107,1,0,,,289,34,,
2020-09-22,MX_PUE_21085,2,0,,,187,27,,
2020-09-22,MX_SIN_25012,2,1,,,3317,500,,
2020-09-23,MX_SON_26055,0,1,,,1687,247,,
2020-09-22,MX_TAM_28041,21,0,,,3118,117,,
2020-09-23,MX_TLA,2,1,,,7448,1082,,
2020-09-23,MX_TLA_29033,0,1,,,1297,148,,
2020-09-23,MX_VER_30087,0,1,,,2127,269,,
2020-09-23,PE_TUM,26,1,,,7066,299,,
2020-09-23,PE_TUM_0101,15,0,,,4522,161,,
2020-08-22,PH_41_MDR,2,0,0,,249,4,66,
2020-09-24,US_AK_02110,5,0,,,362,0,,
2020-09-24,US_AK_02170,4,0,,,602,2,,
2020-09-24,US_AL_01059,3,0,,,1755,29,,
2020-09-24,US_AL_01069,17,0,,,2781,23,,
2020-09-24,US_AL_01123,8,0,,,1146,85,,
2020-09-24,US_CO_08067,4,0,,,259,2,,
2020-09-24,US_CO_08075,3,0,,,853,5,,
2020-09-24,US_CO_08119,0,0,,,174,4,,
2020-09-24,US_GA_13033,5,0,,,786,10,,
2020-09-24,US_GA_13047,16,0,,,1155,18,,
2020-09-24,US_GA_13145,1,0,,,783,21,,
2020-09-24,US_GA_13179,9,0,,,1100,22,,
2020-09-24,US_GA_13195,4,0,,,682,8,,
2020-09-24,US_GA_13211,0,0,,,476,2,,
2020-09-24,US_GA_13229,9,2,,,604,19,,
2020-09-24,US_GA_13303,7,0,,,664,8,,
2020-09-24,US_IA_19081,0,0,,,177,2,,
2020-09-24,US_IA_19179,18,0,,,1314,57,,
2020-09-24,US_IL_17133,3,0,,,642,15,,
2020-09-24,US_IN_18029,15,0,,,660,30,,
2020-09-24,US_IN_18031,1,0,,,485,42,,
2020-09-24,US_IN_18051,15,0,,,511,4,,
2020-09-24,US_IN_18071,3,0,,,749,10,,
2020-09-24,US_IN_18093,1,0,,,511,30,,
2020-09-24,US_IN_18107,1,0,,,508,22,,
2020-09-24,US_IN_18115,1,0,,,78,7,,
2020-09-24,US_IN_18127,33,0,,,2136,48,,
2020-09-24,US_IN_18149,5,0,,,263,8,,
2020-09-24,US_IN_18153,4,0,,,337,12,,
2020-09-24,US_KS_20011,0,0,,,175,3,,
2020-09-24,US_KS_20111,8,0,,,1044,33,,
2020-09-24,US_KY_21141,9,0,,,567,27,,
2020-09-24,US_LA_22003,6,0,,,1551,46,,
2020-09-24,US_LA_22043,1,0,,,487,30,,
2020-09-24,US_LA_22061,18,1,,,1217,48,,
2020-09-24,US_LA_22069,7,0,,,1110,25,,
2020-09-24,US_LA_22083,2,0,,,751,10,,
2020-09-24,US_LA_22099,10,0,,,2091,60,,
2020-09-24,US_MD_24023,0,0,,,72,1,,
2020-09-24,US_MD_24035,5,0,,,651,26,,
2020-09-24,US_ME_23013,0,0,,,36,1,,
2020-09-24,US_MI_26033,1,0,,,78,0,,
2020-09-24,US_MI_26077,56,1,,,2763,93,,
2020-09-24,US_MI_26121,10,-1,,,2420,71,,
2020-09-24,US_MI_26123,14,0,,,356,1,,
2020-09-24,US_MN_27011,3,0,,,76,0,,
2020-09-24,US_MN_27021,17,0,,,159,3,,
2020-09-24,US_MN_27073,3,0,,,50,1,,
2020-09-24,US_MN_27141,11,0,,,1125,14,,
2020-09-24,US_MO_29001,7,0,,,343,0,,
2020-09-24,US_MO_29027,16,0,,,618,2,,
2020-09-24,US_MO_29029,18,0,,,902,10,,
2020-09-24,US_MO_29047,13,0,,,1773,41,,
2020-09-24,US_MO_29049,11,0,,,221,0,,
2020-09-24,US_MO_29107,3,0,,,489,2,,
2020-09-24,US_MO_29135,6,0,,,295,4,,
2020-09-24,US_MO_29157,4,2,,,614,6,,
2020-09-24,US_MO_29187,0,0,,,2110,9,,
2020-09-24,US_MO_29213,15,0,,,1172,31,,
2020-09-24,US_MS_28073,20,0,,,1675,34,,
2020-09-24,US_MS_28091,12,0,,,857,35,,
2020-09-24,US_MS_28135,-1,0,,,763,21,,
2020-09-24,US_NC_37001,44,0,,,3837,54,,
